movieIdA,movieIdB,score
9,13,0.2
9,23,0.2
9,22,0.19047619047619047
9,28,0.17391304347826086
9,7,0.16
9,8,0.13793103448275862
9,20,0.13793103448275862
9,27,0.12903225806451613
9,4,0.12121212121212122
9,3,0.11764705882352941
9,12,0.10526315789473684
9,10,0.09523809523809523
9,19,0.09090909090909091
9,11,0.08888888888888889
9,5,0.08163265306122448
9,6,0.08163265306122448
9,1,0.058823529411764705
9,18,0.058823529411764705
10,21,1
10,2,0.8
10,13,0.5
10,16,0.5
10,20,0.5
10,25,0.5
10,26,0.5
10,22,0.4444444444444444
10,23,0.4444444444444444
10,24,0.3076923076923077
10,29,0.3076923076923077
10,8,0.2857142857142857
10,5,0.2222222222222222
10,7,0.2
10,30,0.2
10,12,0.19047619047619047
10,17,0.19047619047619047
10,6,0.15384615384615385
10,11,0.13793103448275862
10,19,0.13793103448275862
10,18,0.12121212121212122
10,1,0.10526315789473684
10,9,0.09523809523809523
10,15,0.07407407407407407
10,3,0.05405405405405406
10,28,0.0392156862745098
10,14,0.03669724770642202
10,4,0.03333333333333333
10,27,0.03007518796992481
11,1,0.8
11,17,0.4444444444444444
11,8,0.3076923076923077
11,6,0.2857142857142857
11,18,0.23529411764705882
11,2,0.2
11,19,0.19047619047619047
11,25,0.16666666666666666
11,10,0.13793103448275862
11,23,0.13793103448275862
11,30,0.13793103448275862
11,7,0.13333333333333333
11,24,0.12121212121212122
11,27,0.10256410256410256
11,22,0.1
11,4,0.0975609756097561
11,29,0.0975609756097561
11,16,0.09090909090909091
11,9,0.08888888888888889
11,28,0.08888888888888889
11,14,0.08695652173913043
11,26,0.08163265306122448
11,21,0.07407407407407407
11,20,0.06896551724137931
11,3,0.05555555555555555
11,13,0.0547945205479452
11,15,0.035398230088495575
11,5,0
11,12,0
12,26,1
12,29,1
12,6,0.8
12,19,0.8
12,23,0.8
12,25,0.8
12,2,0.5
12,5,0.4444444444444444
12,1,0.3076923076923077
12,13,0.3076923076923077
12,15,0.3076923076923077
12,17,0.3076923076923077
12,18,0.2857142857142857
12,16,0.2
12,10,0.19047619047619047
12,24,0.13793103448275862
12,22,0.13333333333333333
12,9,0.10526315789473684
12,8,0.08163265306122448
12,3,0.07142857142857142
12,28,0.05263157894736842
12,4,0.0449438202247191
12,14,0.038461538461538464
12,27,0.03333333333333333
12,7,0
12,11,0
12,20,0
12,21,0
12,30,0
13,20,1
13,24,1
13,5,0.8
13,26,0.8
13,8,0.6666666666666666
13,10,0.5
13,22,0.5
13,21,0.3333333333333333
13,12,0.3076923076923077
13,18,0.3076923076923077
13,9,0.2
13,1,0.18181818181818182
13,29,0.18181818181818182
13,16,0.16666666666666666
13,23,0.16666666666666666
13,6,0.13793103448275862
13,17,0.1
13,30,0.1
13,2,0.0975609756097561
13,19,0.09090909090909091
13,25,0.09090909090909091
13,7,0.07142857142857142
13,14,0.06153846153846154
13,28,0.06060606060606061
13,15,0.057971014492753624
13,11,0.0547945205479452
13,3,0.05128205128205128
13,4,0.047619047619047616
13,27,0.0425531914893617
14,17,1
14,19,1
14,27,0.4
14,28,0.36363636363636365
14,30,0.3076923076923077
14,24,0.2857142857142857
14,4,0.2222222222222222
14,9,0.2222222222222222
14,21,0.2
14,15,0.18181818181818182
14,7,0.13333333333333333
14,3,0.10526315789473684
14,26,0.0975609756097561
14,11,0.08695652173913043
14,20,0.08163265306122448
14,18,0.07547169811320754
14,2,0.07142857142857142
14,23,0.07017543859649122
14,25,0.07017543859649122
14,13,0.06153846153846154
14,1,0.058823529411764705
14,29,0.057971014492753624
14,5,0.05263157894736842
14,22,0.05128205128205128
14,6,0.04938271604938271
14,8,0.047619047619047616
14,12,0.038461538461538464
14,10,0.03669724770642202
14,16,0
15,17,0.8
15,19,0.8
15,16,0.5
15,5,0.3076923076923077
15,12,0.3076923076923077
15,9,0.2222222222222222
15,25,0.2
15,14,0.18181818181818182
15,30,0.18181818181818182
15,28,0.17391304347826086
15,22,0.16666666666666666
15,27,0.16666666666666666
15,8,0.13793103448275862
15,23,0.13793103448275862
15,24,0.13333333333333333
15,21,0.12121212121212122
15,4,0.11428571428571428
15,6,0.10526315789473684
15,2,0.1
15,18,0.1
15,3,0.09523809523809523
15,26,0.0851063829787234
15,1,0.07547169811320754
15,10,0.07407407407407407
15,29,0.06451612903225806
15,13,0.057971014492753624
15,20,0.05128205128205128
15,7,0.05063291139240506
15,11,0.035398230088495575
16,22,1
16,9,0.8
16,2,0.5
16,3,0.5
16,4,0.5
16,10,0.5
16,15,0.5
16,21,0.5
16,25,0.5
16,24,0.4444444444444444
16,26,0.3076923076923077
16,12,0.2
16,20,0.2
16,17,0.19047619047619047
16,13,0.16666666666666666
16,30,0.16666666666666666
16,5,0.13793103448275862
16,6,0.13793103448275862
16,27,0.13793103448275862
16,29,0.13793103448275862
16,8,0.13333333333333333
16,7,0.1
16,23,0.1
16,28,0.1
16,11,0.09090909090909091
16,19,0.06153846153846154
16,1,0.05128205128205128
16,18,0.0425531914893617
16,14,0
17,7,1
17,14,1
17,30,1
17,3,0.8
17,15,0.8
17,22,0.8
17,4,0.5
17,24,0.5
17,8,0.4444444444444444
17,11,0.4444444444444444
17,28,0.4444444444444444
17,27,0.4
17,9,0.3333333333333333
17,23,0.3333333333333333
17,12,0.3076923076923077
17,5,0.2
17,10,0.19047619047619047
17,16,0.19047619047619047
17,6,0.16666666666666666
17,19,0.16666666666666666
17,21,0.16666666666666666
17,1,0.1
17,2,0.1
17,13,0.1
17,20,0.1
17,25,0.1
17,18,0.0975609756097561
17,26,0
17,29,0
18,20,0.8
18,23,0.8
18,26,0.8
18,1,0.6666666666666666
18,29,0.6666666666666666
18,7,0.5
18,5,0.4444444444444444
18,6,0.4444444444444444
18,19,0.4444444444444444
18,30,0.4444444444444444
18,13,0.3076923076923077
18,21,0.3076923076923077
18,12,0.2857142857142857
18,11,0.23529411764705882
18,28,0.13333333333333333
18,10,0.12121212121212122
18,15,0.1
18,17,0.0975609756097561
18,4,0.09090909090909091
18,14,0.07547169811320754
18,25,0.07547169811320754
18,2,0.07407407407407407
18,3,0.06153846153846154
18,9,0.058823529411764705
18,24,0.05555555555555555
18,22,0.0547945205479452
18,8,0.05194805194805195
18,16,0.0425531914893617
18,27,0.0392156862745098
19,5,1
19,7,1
19,14,1
19,3,0.8
19,12,0.8
19,15,0.8
19,28,0.8
19,1,0.5
19,4,0.5
19,6,0.5
19,23,0.5
19,30,0.5
19,18,0.4444444444444444
19,11,0.19047619047619047
19,17,0.16666666666666666
19,10,0.13793103448275862
19,22,0.13793103448275862
19,27,0.11764705882352941
19,21,0.1111111111111111
19,24,0.1
19,8,0.0975609756097561
19,9,0.09090909090909091
19,13,0.09090909090909091
19,20,0.09090909090909091
19,16,0.06153846153846154
19,2,0.058823529411764705
19,25,0.058823529411764705
19,26,0
19,29,0
20,13,1
20,8,0.8
20,18,0.8
20,10,0.5
20,24,0.5
20,21,0.3333333333333333
20,6,0.2
20,16,0.2
20,23,0.16666666666666666
20,9,0.13793103448275862
20,17,0.1
20,30,0.1
20,2,0.0975609756097561
20,25,0.0975609756097561
20,19,0.09090909090909091
20,14,0.08163265306122448
20,3,0.07407407407407407
20,7,0.07142857142857142
20,11,0.06896551724137931
20,28,0.06557377049180328
20,27,0.0547945205479452
20,4,0.05194805194805195
20,15,0.05128205128205128
20,1,0
20,5,0
20,12,0
20,22,0
20,26,0
20,29,0
21,10,1
21,26,0.8
21,29,0.8
21,6,0.5
21,16,0.5
21,9,0.4444444444444444
21,13,0.3333333333333333
21,20,0.3333333333333333
21,8,0.3076923076923077
21,18,0.3076923076923077
21,24,0.3076923076923077
21,2,0.2
21,14,0.2
21,25,0.2
21,17,0.16666666666666666
21,23,0.16666666666666666
21,15,0.12121212121212122
21,30,0.12121212121212122
21,19,0.1111111111111111
21,3,0.10526315789473684
21,7,0.08888888888888889
21,28,0.08695652173913043
21,4,0.08163265306122448
21,27,0.08
21,11,0.07407407407407407
21,1,0
21,5,0
21,12,0
21,22,0
22,16,1
22,23,1
22,2,0.8
22,17,0.8
22,8,0.5714285714285714
22,13,0.5
22,25,0.5
22,30,0.5
22,10,0.4444444444444444
22,24,0.4444444444444444
22,26,0.2857142857142857
22,9,0.19047619047619047
22,15,0.16666666666666666
22,19,0.13793103448275862
22,12,0.13333333333333333
22,5,0.12903225806451613
22,6,0.10526315789473684
22,29,0.10526315789473684
22,7,0.1
22,11,0.1
22,3,0.09523809523809523
22,28,0.06451612903225806
22,4,0.0547945205479452
22,18,0.0547945205479452
22,14,0.05128205128205128
22,27,0.05128205128205128
22,1,0.04597701149425287
22,20,0
22,21,0
23,6,1
23,22,1
23,5,0.8
23,12,0.8
23,18,0.8
23,26,0.8
23,8,0.6666666666666666
23,7,0.5
23,19,0.5
23,10,0.4444444444444444
23,17,0.3333333333333333
23,30,0.3333333333333333
23,9,0.2
23,13,0.16666666666666666
23,20,0.16666666666666666
23,21,0.16666666666666666
23,11,0.13793103448275862
23,15,0.13793103448275862
23,3,0.10526315789473684
23,16,0.1
23,14,0.07017543859649122
23,28,0.06451612903225806
23,2,0.058823529411764705
23,25,0.058823529411764705
23,4,0.057971014492753624
23,27,0.05714285714285714
23,1,0
23,24,0
23,29,0
24,8,1
24,13,1
24,30,1
24,4,0.8
24,25,0.8
24,17,0.5
24,20,0.5
24,28,0.5
24,9,0.4444444444444444
24,16,0.4444444444444444
24,22,0.4444444444444444
24,27,0.4444444444444444
24,2,0.3076923076923077
24,10,0.3076923076923077
24,21,0.3076923076923077
24,14,0.2857142857142857
24,26,0.19047619047619047
24,7,0.14285714285714285
24,3,0.13793103448275862
24,12,0.13793103448275862
24,29,0.13793103448275862
24,15,0.13333333333333333
24,11,0.12121212121212122
24,5,0.1
24,19,0.1
24,6,0.09090909090909091
24,18,0.05555555555555555
24,1,0.05194805194805195
24,23,0
25,1,0.8
25,5,0.8
25,12,0.8
25,24,0.8
25,29,0.8
25,6,0.6666666666666666
25,9,0.5
25,10,0.5
25,16,0.5
25,22,0.5
25,2,0.4444444444444444
25,7,0.3076923076923077
25,15,0.2
25,21,0.2
25,11,0.16666666666666666
25,3,0.12121212121212122
25,17,0.1
25,30,0.1
25,20,0.0975609756097561
25,4,0.09090909090909091
25,13,0.09090909090909091
25,18,0.07547169811320754
25,14,0.07017543859649122
25,8,0.06451612903225806
25,19,0.058823529411764705
25,23,0.058823529411764705
25,28,0.0425531914893617
25,27,0.038834951456310676
25,26,0
26,5,1
26,12,1
26,13,0.8
26,18,0.8
26,21,0.8
26,23,0.8
26,1,0.5
26,8,0.5
26,10,0.5
26,29,0.5
26,16,0.3076923076923077
26,22,0.2857142857142857
26,9,0.23529411764705882
26,24,0.19047619047619047
26,30,0.19047619047619047
26,14,0.0975609756097561
26,27,0.09090909090909091
26,28,0.09090909090909091
26,15,0.0851063829787234
26,7,0.08163265306122448
26,11,0.08163265306122448
26,4,0.07017543859649122
26,3,0.06557377049180328
26,2,0
26,6,0
26,17,0
26,19,0
26,20,0
26,25,0
27,24,0.4444444444444444
27,4,0.4
27,14,0.4
27,17,0.4
27,28,0.4
27,30,0.3076923076923077
27,15,0.16666666666666666
27,3,0.15384615384615385
27,7,0.14285714285714285
27,16,0.13793103448275862
27,9,0.12903225806451613
27,19,0.11764705882352941
27,11,0.10256410256410256
27,26,0.09090909090909091
27,21,0.08
27,23,0.05714285714285714
27,29,0.05555555555555555
27,20,0.0547945205479452
27,22,0.05128205128205128
27,8,0.047058823529411764
27,13,0.0425531914893617
27,2,0.04081632653061224
27,5,0.039603960396039604
27,18,0.0392156862745098
27,25,0.038834951456310676
27,6,0.035398230088495575
27,1,0.03418803418803419
27,12,0.03333333333333333
27,10,0.03007518796992481
28,19,0.8
28,24,0.5
28,17,0.4444444444444444
28,27,0.4
28,4,0.36363636363636365
28,14,0.36363636363636365
28,30,0.3076923076923077
28,3,0.19047619047619047
28,9,0.17391304347826086
28,15,0.17391304347826086
28,7,0.16
28,18,0.13333333333333333
28,1,0.1
28,16,0.1
28,26,0.09090909090909091
28,29,0.09090909090909091
28,11,0.08888888888888889
28,21,0.08695652173913043
28,6,0.07547169811320754
28,5,0.07142857142857142
28,20,0.06557377049180328
28,22,0.06451612903225806
28,23,0.06451612903225806
28,13,0.06060606060606061
28,8,0.0547945205479452
28,12,0.05263157894736842
28,2,0.043010752688172046
28,25,0.0425531914893617
28,10,0.0392156862745098
29,1,1
29,6,1
29,12,1
29,21,0.8
29,25,0.8
29,18,0.6666666666666666
29,2,0.5
29,5,0.5
29,9,0.5
29,26,0.5
29,10,0.3076923076923077
29,8,0.2
29,13,0.18181818181818182
29,16,0.13793103448275862
29,24,0.13793103448275862
29,30,0.13793103448275862
29,22,0.10526315789473684
29,7,0.0975609756097561
29,11,0.0975609756097561
29,28,0.09090909090909091
29,15,0.06451612903225806
29,14,0.057971014492753624
29,27,0.05555555555555555
29,4,0.05128205128205128
29,3,0.0380952380952381
29,17,0
29,19,0
29,20,0
29,23,0
30,17,1
30,24,1
30,8,0.8
30,4,0.5
30,6,0.5
30,19,0.5
30,22,0.5
30,18,0.4444444444444444
30,9,0.3333333333333333
30,23,0.3333333333333333
30,1,0.3076923076923077
30,14,0.3076923076923077
30,27,0.3076923076923077
30,28,0.3076923076923077
30,10,0.2
30,3,0.19047619047619047
30,26,0.19047619047619047
30,15,0.18181818181818182
30,7,0.16666666666666666
30,16,0.16666666666666666
30,11,0.13793103448275862
30,29,0.13793103448275862
30,21,0.12121212121212122
30,2,0.1
30,13,0.1
30,20,0.1
30,25,0.1
30,5,0
30,12,0
